Time (milliseconds),X,Y,Z
3648106,-128,0,-952
3648126,-120,-12,-952
3648146,-124,-12,-948
3648166,-128,-12,-944
3648187,-124,-8,-948
3648214,-124,-4,-960
3648228,-124,-8,-944
3648249,-124,-24,-956
3648269,-120,-16,-956
3648289,-128,-20,-956
3648309,-124,-24,-952
3648329,-116,-28,-952
3648349,-120,-20,-964
3648369,-124,-24,-964
3648390,-128,-24,-960
3648410,-116,-28,-968
3648430,-124,-28,-968
3648454,-124,-32,-972
3648471,-124,-32,-964
3648491,-120,-32,-964
3648512,-128,-36,-968
3648532,-128,-44,-972
3648552,-116,-36,-976
3648573,-120,-48,-968
3648593,-124,-36,-972
3648613,-120,-36,-976
3648633,-124,-44,-980
3650014,-136,8,-980
